maketxt,modeltxt,yeartxt,component_group,topic_id,topic_label,mfr_name,months_flagged,first_month,latest_month,max_complaints,avg_complaints,median_complaints,max_growth_vs_6mo_avg,avg_topic_strength,max_watchlist_score,high_confidence_months,moderate_or_higher_months,best_signal_tier
TOYOTA,PRIUS,2015,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,TOYOTA MOTOR CORPORATION,1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.358,5.608,0,0,Early signal
TOYOTA,RAV4,2020,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,TOYOTA MOTOR CORPORATION,1,2023-09-01,2023-09-01,3,3.0,3.0,3.0,0.299,5.6,0,0,Early signal
BMW,X1,2013,ENGINE / COOLING,2,Check engine light / engine fault complaints,"BMW OF NORTH AMERICA, LLC",1,2024-11-01,2024-11-01,3,3.0,3.0,3.0,0.512,5.599,0,0,Early signal
DODGE,CHARGER,2014,STEERING,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",1,2020-09-01,2020-09-01,3,3.0,3.0,3.0,0.388,5.599,0,0,Early signal
GENESIS,GV80,2021,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,HYUNDAI MOTOR AMERICA,1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.595,5.594,0,0,Early signal
FORD,TAURUS,2013,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,1,2020-04-01,2020-04-01,3,3.0,3.0,3.0,0.51,5.588,0,0,Early signal
HONDA,RIDGELINE,2019,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2022-08-01,2022-08-01,3,3.0,3.0,3.0,0.593,5.585,0,0,Early signal
TOYOTA,TUNDRA,2023,POWER TRAIN,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.353,5.584,0,0,Early signal
TOYOTA,RAV4,2022,STRUCTURE,7,Door latch / lock / unintended opening issue,TOYOTA MOTOR CORPORATION,1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.592,5.581,0,0,Early signal
CHEVROLET,TRAVERSE,2016,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"GENERAL MOTORS, LLC",1,2024-05-01,2024-05-01,3,3.0,3.0,3.0,0.587,5.56,0,0,Early signal
FORD,EXPLORER,2015,STRUCTURE,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2026-02-01,2026-02-01,3,3.0,3.0,3.0,0.319,5.559,0,0,Early signal
FORD,ESCAPE,2016,WHEELS,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2023-01-01,2023-01-01,3,3.0,3.0,3.0,0.585,5.55,0,0,Early signal
HONDA,CR-V,2025,FORWARD COLLISION AVOIDANCE,4,Brake pedal / braking performance issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.346,5.547,0,0,Early signal
KIA,SORENTO,2016,POWER TRAIN,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",1,2023-01-01,2023-01-01,3,3.0,3.0,3.0,0.582,5.542,0,0,Early signal
DODGE,DURANGO,2014,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2020-12-01,2020-12-01,3,3.0,3.0,3.0,0.498,5.536,0,0,Early signal
CHEVROLET,VOLT,2019,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2022-08-01,2022-08-01,3,3.0,3.0,3.0,0.58,5.533,0,0,Early signal
MAZDA,MAZDA6,2011,SUSPENSION,19,Tire / suspension / frame rust mixed issue,MAZDA MOTOR CORP.,1,2024-07-01,2024-07-01,3,3.0,3.0,3.0,0.58,5.53,0,0,Early signal
CHEVROLET,SILVERADO 1500,2022,POWER TRAIN,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",1,2025-04-01,2025-04-01,3,3.0,3.0,3.0,0.342,5.527,0,0,Early signal
SUBARU,OUTBACK,2019,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,"SUBARU OF AMERICA, INC.",1,2021-02-01,2021-02-01,3,3.0,3.0,3.0,0.578,5.525,0,0,Early signal
AUDI,Q5,2024,SERVICE BRAKES,4,Brake pedal / braking performance issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.284,5.517,0,0,Early signal
GMC,ACADIA,2021,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.492,5.51,0,0,Early signal
CHEVROLET,TRAILBLAZER,2022,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2024-11-01,2024-11-01,3,3.0,3.0,3.0,0.491,5.507,0,0,Early signal
HONDA,HR-V,2023,STRUCTURE,19,Tire / suspension / frame rust mixed issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2023-10-01,2023-10-01,3,3.0,3.0,3.0,0.572,5.497,0,0,Early signal
KIA,SOUL,2016,POWER TRAIN,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",1,2021-09-01,2021-09-01,3,3.0,3.0,3.0,0.336,5.493,0,0,Early signal
FORD,ESCAPE,2017,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2024-07-01,2024-07-01,3,3.0,3.0,3.0,0.569,5.487,0,0,Early signal
FORD,FUSION,2012,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,FORD MOTOR COMPANY,1,2021-04-01,2021-04-01,3,3.0,3.0,3.0,0.569,5.486,0,0,Early signal
HONDA,ACCORD,2024,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.569,5.486,0,0,Early signal
HYUNDAI,SANTA FE SPORT,2015,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,1,2022-05-01,2022-05-01,3,3.0,3.0,3.0,0.567,5.478,0,0,Early signal
JEEP,WRANGLER,2024,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,"CHRYSLER (FCA US, LLC)",1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.412,5.476,0,0,Early signal
FORD,MAVERICK HYBRID,2022,VEHICLE SPEED CONTROL,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2024-04-01,2024-04-01,3,3.0,3.0,3.0,0.275,5.472,0,0,Early signal
HONDA,ODYSSEY,2018,SUSPENSION,19,Tire / suspension / frame rust mixed issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.563,5.462,0,0,Early signal
JEEP,GLADIATOR,2020,ENGINE / COOLING,2,Check engine light / engine fault complaints,"CHRYSLER (FCA US, LLC)",1,2020-09-01,2020-09-01,3,3.0,3.0,3.0,0.563,5.462,0,0,Early signal
PONTIAC,G6,2006,ELECTRICAL SYSTEM,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.562,5.456,0,0,Early signal
JEEP,WRANGLER,2011,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.562,5.455,0,0,Early signal
JEEP,COMPASS,2021,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2023-09-01,2023-09-01,3,3.0,3.0,3.0,0.479,5.45,0,0,Early signal
JEEP,GRAND CHEROKEE,2010,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2020-12-01,2020-12-01,3,3.0,3.0,3.0,0.406,5.448,0,0,Early signal
JEEP,PATRIOT,2011,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"CHRYSLER (FCA US, LLC)",1,2021-07-01,2021-07-01,3,3.0,3.0,3.0,0.56,5.448,0,0,Early signal
FORD,ESCAPE,2021,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,FORD MOTOR COMPANY,1,2026-01-01,2026-01-01,3,3.0,3.0,2.57,0.778,5.446,0,0,Early signal
NISSAN,FRONTIER,2022,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"NISSAN NORTH AMERICA, INC.",1,2023-01-01,2023-01-01,3,3.0,3.0,3.0,0.478,5.446,0,0,Early signal
TOYOTA,RAV4,2020,ELECTRICAL SYSTEM,16,Coolant leak / cylinder intrusion / overheating issue,TOYOTA MOTOR CORPORATION,1,2024-07-01,2024-07-01,3,3.0,3.0,3.0,0.557,5.435,0,0,Early signal
CHEVROLET,BOLT EUV,2023,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",1,2024-05-01,2024-05-01,3,3.0,3.0,3.0,0.295,5.43,0,0,Early signal
ALFA ROMEO,STELVIO,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2026-02-01,2026-02-01,3,3.0,3.0,3.0,0.553,5.421,0,0,Early signal
PONTIAC,G6,2010,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2021-03-01,2021-03-01,3,3.0,3.0,3.0,0.472,5.419,0,0,Early signal
FORD,F-150,2015,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2022-08-01,2022-08-01,3,3.0,3.0,3.0,0.321,5.418,0,0,Early signal
FORD,F-150,2021,POWER TRAIN,1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.47,5.413,0,0,Early signal
BMW,428I,2014,ELECTRICAL SYSTEM,2,Check engine light / engine fault complaints,"BMW OF NORTH AMERICA, LLC",1,2025-02-01,2025-02-01,3,3.0,3.0,3.0,0.469,5.409,0,0,Early signal
BMW,428I,2014,ENGINE / COOLING,2,Check engine light / engine fault complaints,"BMW OF NORTH AMERICA, LLC",1,2025-02-01,2025-02-01,3,3.0,3.0,3.0,0.469,5.409,0,0,Early signal
HONDA,ELEMENT,2004,SUSPENSION,19,Tire / suspension / frame rust mixed issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2023-08-01,2023-08-01,3,3.0,3.0,3.0,0.55,5.408,0,0,Early signal
FORD,F-150,2023,POWER TRAIN,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.468,5.403,0,0,Early signal
KIA,EV6,2022,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,"KIA AMERICA, INC.",1,2026-02-01,2026-02-01,3,3.0,3.0,3.0,0.318,5.402,0,0,Early signal
CHEVROLET,BLAZER EV,2024,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"GENERAL MOTORS, LLC",1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.467,5.4,0,0,Early signal
HYUNDAI,SANTA FE,2017,STEERING,10,Steering wheel binding / difficult turning issue,HYUNDAI MOTOR AMERICA,1,2023-12-01,2023-12-01,3,3.0,3.0,3.0,0.395,5.396,0,0,Early signal
HONDA,PROLOGUE,2025,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.546,5.388,0,0,Early signal
VOLKSWAGEN,ID.4,2023,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2024-09-01,2024-09-01,3,3.0,3.0,3.0,0.313,5.38,0,0,Early signal
FORD,EXPLORER,2020,STRUCTURE,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2025-06-01,2025-06-01,3,3.0,3.0,3.0,0.462,5.378,0,0,Early signal
CHEVROLET,BLAZER,2021,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.542,5.374,0,0,Early signal
DODGE,CHARGER,2018,STRUCTURE,7,Door latch / lock / unintended opening issue,"CHRYSLER (FCA US, LLC)",1,2021-08-01,2021-08-01,3,3.0,3.0,3.0,0.542,5.372,0,0,Early signal
HONDA,PROLOGUE,2025,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.269,5.37,0,0,Early signal
RAM,1500,2019,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,"CHRYSLER (FCA US, LLC)",1,2023-02-01,2023-02-01,3,3.0,3.0,3.0,0.54,5.365,0,0,Early signal
TOYOTA,RAV4,2022,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,TOYOTA MOTOR CORPORATION,1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.54,5.365,0,0,Early signal
FORD,MUSTANG,2017,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2022-10-01,2022-10-01,3,3.0,3.0,3.0,0.538,5.355,0,0,Early signal
DODGE,GRAND CARAVAN,2015,STRUCTURE,7,Door latch / lock / unintended opening issue,"CHRYSLER (FCA US, LLC)",1,2020-08-01,2020-08-01,3,3.0,3.0,3.0,0.537,5.353,0,0,Early signal
CHEVROLET,BLAZER,2019,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2024-12-01,2024-12-01,3,3.0,3.0,3.0,0.536,5.349,0,0,Early signal
CHEVROLET,BLAZER,2020,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-09-01,2025-09-01,3,3.0,3.0,3.0,0.454,5.343,0,0,Early signal
TOYOTA,CAMRY,2020,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,TOYOTA MOTOR CORPORATION,1,2020-12-01,2020-12-01,3,3.0,3.0,3.0,0.535,5.343,0,0,Early signal
HONDA,CR-V,2023,VISIBILITY / WIPER,8,Windshield / glass cracking issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-01-01,2024-01-01,3,3.0,3.0,3.0,0.533,5.338,0,0,Early signal
FORD,F-150,2016,VISIBILITY / WIPER,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2022-02-01,2022-02-01,3,3.0,3.0,3.0,0.452,5.334,0,0,Early signal
CHEVROLET,BOLT EV,2018,STEERING,10,Steering wheel binding / difficult turning issue,"GENERAL MOTORS, LLC",1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.532,5.333,0,0,Early signal
DODGE,JOURNEY,2016,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2021-02-01,2021-02-01,3,3.0,3.0,3.0,0.304,5.331,0,0,Early signal
FORD,F-250,2019,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2023-06-01,2023-06-01,3,3.0,3.0,3.0,0.45,5.322,0,0,Early signal
JEEP,GRAND CHEROKEE,2022,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.529,5.321,0,0,Early signal
HONDA,HR-V,2016,POWER TRAIN,6,Transmission shifting / gear engagement issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2021-03-01,2021-03-01,3,3.0,3.0,3.0,0.301,5.32,0,0,Early signal
JEEP,CHEROKEE,2017,ELECTRONIC STABILITY CONTROL (ESC),17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2020-06-01,2020-06-01,3,3.0,3.0,3.0,0.449,5.32,0,0,Early signal
HONDA,ACCORD,2013,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2020-06-01,2020-06-01,3,3.0,3.0,3.0,0.529,5.318,0,0,Early signal
JEEP,GRAND CHEROKEE,2021,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2021-10-01,2021-10-01,3,3.0,3.0,3.0,0.528,5.314,0,0,Early signal
KIA,FORTE,2017,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",1,2022-08-01,2022-08-01,3,3.0,3.0,3.0,0.448,5.313,0,0,Early signal
DODGE,GRAND CARAVAN,2017,LATCHES/LOCKS/LINKAGES,7,Door latch / lock / unintended opening issue,"CHRYSLER (FCA US, LLC)",1,2021-08-01,2021-08-01,3,3.0,3.0,3.0,0.527,5.309,0,0,Early signal
VOLKSWAGEN,ATLAS,2021,ELECTRICAL SYSTEM,2,Check engine light / engine fault complaints,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-04-01,2022-04-01,3,3.0,3.0,3.0,0.244,5.307,0,0,Early signal
VOLKSWAGEN,ATLAS,2021,FORWARD COLLISION AVOIDANCE,2,Check engine light / engine fault complaints,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-04-01,2022-04-01,3,3.0,3.0,3.0,0.244,5.307,0,0,Early signal
VOLKSWAGEN,ATLAS,2021,SERVICE BRAKES,2,Check engine light / engine fault complaints,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-04-01,2022-04-01,3,3.0,3.0,3.0,0.244,5.307,0,0,Early signal
HONDA,CR-V,2026,VISIBILITY / WIPER,8,Windshield / glass cracking issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.525,5.304,0,0,Early signal
DODGE,DURANGO,2022,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"CHRYSLER (FCA US, LLC)",1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.525,5.303,0,0,Early signal
HYUNDAI,SANTA FE,2023,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,HYUNDAI MOTOR AMERICA,1,2026-02-01,2026-02-01,3,3.0,3.0,3.0,0.445,5.303,0,0,Early signal
TESLA,MODEL Y,2023,SEAT BELTS,13,Seat belt / passenger restraint issue,"TESLA, INC.",1,2024-11-01,2024-11-01,3,3.0,3.0,3.0,0.524,5.297,0,0,Early signal
FORD,FUSION,2016,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.372,5.29,0,0,Early signal
CHEVROLET,SILVERADO 2500,2024,POWER TRAIN,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",1,2025-07-01,2025-07-01,3,3.0,3.0,3.0,0.324,5.284,0,0,Early signal
FORD,FUSION,2016,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2025-09-01,2025-09-01,3,3.0,3.0,3.0,0.519,5.278,0,0,Early signal
NISSAN,ROGUE,2013,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"NISSAN NORTH AMERICA, INC.",1,2022-07-01,2022-07-01,3,3.0,3.0,3.0,0.517,5.27,0,0,Early signal
RAM,1500,2021,STEERING,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.516,5.266,0,0,Early signal
FISKER,OCEAN,2023,LANE DEPARTURE,4,Brake pedal / braking performance issue,FISKER GROUP INC,1,2024-06-01,2024-06-01,3,3.0,3.0,3.0,0.366,5.261,0,0,Early signal
FORD,ESCAPE,2024,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,FORD MOTOR COMPANY,1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.288,5.254,0,0,Early signal
CHEVROLET,COLORADO,2020,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.513,5.253,0,0,Early signal
GMC,ACADIA,2021,STEERING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-11-01,2025-11-01,3,3.0,3.0,3.0,0.511,5.246,0,0,Early signal
CHEVROLET,CORVETTE,2017,WHEELS,10,Steering wheel binding / difficult turning issue,"GENERAL MOTORS, LLC",1,2020-10-01,2020-10-01,3,3.0,3.0,3.0,0.363,5.245,0,0,Early signal
GMC,YUKON,2021,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",1,2025-04-01,2025-04-01,3,3.0,3.0,3.0,0.286,5.241,0,0,Early signal
CHEVROLET,MALIBU,2020,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2024-06-01,2024-06-01,3,3.0,3.0,3.0,0.51,5.239,0,0,Early signal
MERCEDES-BENZ,C300,2016,FUEL / PROPULSION,2,Check engine light / engine fault complaints,"MERCEDES-BENZ USA, LLC",1,2023-06-01,2023-06-01,3,3.0,3.0,3.0,0.508,5.233,0,0,Early signal
HYUNDAI,SANTA FE HYBRID,2025,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HYUNDAI MOTOR AMERICA,1,2025-08-01,2025-08-01,3,3.0,3.0,3.0,0.507,5.229,0,0,Early signal
JEEP,GRAND CHEROKEE,2015,ENGINE / COOLING,2,Check engine light / engine fault complaints,"CHRYSLER (FCA US, LLC)",1,2023-06-01,2023-06-01,3,3.0,3.0,3.0,0.507,5.227,0,0,Early signal
VOLKSWAGEN,ATLAS,2018,AIR BAGS,13,Seat belt / passenger restraint issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2023-12-01,2023-12-01,3,3.0,3.0,3.0,0.507,5.227,0,0,Early signal
DODGE,DURANGO,2012,ELECTRICAL SYSTEM,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2020-08-01,2020-08-01,3,3.0,3.0,3.0,0.505,5.219,0,0,Early signal
FISKER,OCEAN,2023,POWER TRAIN,7,Door latch / lock / unintended opening issue,FISKER GROUP INC,1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.426,5.219,0,0,Early signal
HONDA,PILOT,2017,FUEL / PROPULSION,2,Check engine light / engine fault complaints,HONDA (AMERICAN HONDA MOTOR CO.),1,2020-07-01,2020-07-01,3,3.0,3.0,3.0,0.357,5.219,0,0,Early signal
FORD,FUSION,2010,AIR BAGS,11,Airbag nondeployment / crash restraint issue,FORD MOTOR COMPANY,1,2022-07-01,2022-07-01,3,3.0,3.0,3.0,0.504,5.214,0,0,Early signal
SUBARU,OUTBACK,2020,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,"SUBARU OF AMERICA, INC.",1,2021-04-01,2021-04-01,3,3.0,3.0,3.0,0.501,5.204,0,0,Early signal
TOYOTA,HIGHLANDER,2022,POWER TRAIN,6,Transmission shifting / gear engagement issue,TOYOTA MOTOR CORPORATION,1,2025-09-01,2025-09-01,3,3.0,3.0,3.0,0.501,5.202,0,0,Early signal
TOYOTA,TUNDRA,2024,ENGINE / COOLING,2,Check engine light / engine fault complaints,TOYOTA MOTOR CORPORATION,1,2026-01-01,2026-01-01,3,3.0,3.0,3.0,0.421,5.197,0,0,Early signal
FORD,MUSTANG,2015,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2022-11-01,2022-11-01,3,3.0,3.0,3.0,0.419,5.186,0,0,Early signal
CHEVROLET,SILVERADO 1500,2023,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",1,2026-02-01,2026-02-01,3,3.0,3.0,3.0,0.233,5.181,0,0,Early signal
MERCEDES-BENZ,C300,2017,ENGINE / COOLING,2,Check engine light / engine fault complaints,"MERCEDES-BENZ USA, LLC",1,2023-03-01,2023-03-01,3,3.0,3.0,3.0,0.496,5.181,0,0,Early signal
FORD,ESCAPE,2015,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2022-05-01,2022-05-01,3,3.0,3.0,3.0,0.494,5.174,0,0,Early signal
MERCEDES-BENZ,E 450,2023,TIRES,19,Tire / suspension / frame rust mixed issue,"MERCEDES-BENZ USA, LLC",1,2025-10-01,2025-10-01,3,3.0,3.0,3.0,0.493,5.171,0,0,Early signal
FORD,FOCUS,2016,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2023-08-01,2023-08-01,3,3.0,3.0,3.0,0.414,5.165,0,0,Early signal
TOYOTA,SCION XB,2008,STRUCTURE,8,Windshield / glass cracking issue,TOYOTA MOTOR CORPORATION,1,2020-01-01,2020-01-01,3,3.0,3.0,,0.737,5.147,0,0,Early signal
CHEVROLET,EQUINOX,2013,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",1,2021-02-01,2021-02-01,3,3.0,3.0,3.0,0.487,5.145,0,0,Early signal
CHEVROLET,EQUINOX,2025,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",1,2025-12-01,2025-12-01,3,3.0,3.0,3.0,0.487,5.145,0,0,Early signal
HONDA,PILOT,2017,FUEL / PROPULSION,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2021-04-01,2021-04-01,3,3.0,3.0,3.0,0.487,5.145,0,0,Early signal
HONDA,PILOT,2021,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.487,5.145,0,0,Early signal
FORD,F-150,2021,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2025-03-01,2025-03-01,3,3.0,3.0,3.0,0.41,5.144,0,0,Early signal
FORD,BRONCO SPORT,2021,SUSPENSION,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2025-05-01,2025-05-01,3,3.0,3.0,3.0,0.409,5.143,0,0,Early signal
RAM,2500,2018,FORWARD COLLISION AVOIDANCE,4,Brake pedal / braking performance issue,"CHRYSLER (FCA US, LLC)",1,2023-09-01,2023-09-01,3,3.0,3.0,3.0,0.485,5.136,0,0,Early signal
TESLA,MODEL S,2013,VISIBILITY / WIPER,18,Headlight / low beam visibility issue,"TESLA, INC.",1,2020-11-01,2020-11-01,3,3.0,3.0,3.0,0.264,5.131,0,0,Early signal
CHRYSLER,PACIFICA,2017,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",1,2023-09-01,2023-09-01,3,3.0,3.0,3.0,0.406,5.129,0,0,Early signal
FORD,EDGE,2019,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2025-04-01,2025-04-01,3,3.0,3.0,3.0,0.483,5.129,0,0,Early signal
GMC,SIERRA 1500,2024,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"GENERAL MOTORS, LLC",1,2024-08-01,2024-08-01,3,3.0,3.0,3.0,0.483,5.127,0,0,Early signal
FORD,EXPLORER,2016,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,FORD MOTOR COMPANY,1,2025-06-01,2025-06-01,3,3.0,3.0,3.0,0.337,5.125,0,0,Early signal
